Campaign Name,Ad Name,Amount Spent,Reach,Impressions,Clicks (All),Results,Day,Ad Set Name
Engajamento - Guanambi,video churros g,"0,15",58,60,0,15,2021-07-24,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"17,14",5602,5861,8,1025,2021-07-24,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"0,93",223,224,2,90,2021-07-24,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,59",2140,2262,6,485,2021-07-24,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"2,6",787,806,6,216,2021-07-24,PASSO 03 MDV GBI
Engajamento - Carinhanha,churros g video,"1,16",280,290,0,90,2021-07-24,Passo 3 CNN
Engajamento - Guanambi,video churros g,"0,22",78,82,1,12,2021-07-25,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"17,19",6414,6578,10,1103,2021-07-25,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"0,64",173,175,0,67,2021-07-25,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,79",2133,2271,6,446,2021-07-25,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"2,74",973,1003,4,249,2021-07-25,PASSO 03 MDV GBI
Engajamento - Carinhanha,churros g video,"1,27",361,368,1,95,2021-07-25,Passo 3 CNN
Engajamento - Guanambi,video churros g,"0,72",249,258,2,63,2021-07-26,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"16,9",6110,6477,18,1101,2021-07-26,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"0,73",175,175,0,82,2021-07-26,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,83",2140,2277,6,440,2021-07-26,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"2,44",837,860,3,220,2021-07-26,PASSO 03 MDV GBI
Engajamento - Carinhanha,churros g video,"1,08",287,293,0,90,2021-07-26,Passo 3 CNN
Engajamento - Guanambi,video churros g,"0,81",260,264,1,73,2021-07-27,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"15,74",5222,5422,16,928,2021-07-27,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,84",412,427,1,169,2021-07-27,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"6,24",1623,1711,2,326,2021-07-27,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"3,47",1115,1152,4,251,2021-07-27,PASSO 03 MDV GBI
Engajamento - Carinhanha,churros g video,"1,89",456,473,2,114,2021-07-27,Passo 3 CNN
Engajamento - Guanambi,video churros g,"0,86",259,268,1,59,2021-07-28,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"15,98",5008,5369,6,949,2021-07-28,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,31",527,548,0,223,2021-07-28,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,12",1798,1898,3,381,2021-07-28,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"3,17",881,904,1,216,2021-07-28,PASSO 03 MDV GBI
Engajamento - Carinhanha,churros g video,"0,29",71,72,1,21,2021-07-28,Passo 3 CNN
Engajamento - Guanambi,video churros g,"0,55",182,185,0,40,2021-07-29,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"15,95",4840,5080,13,894,2021-07-29,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,91",409,422,3,192,2021-07-29,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,9",1798,1906,8,376,2021-07-29,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"3,41",913,931,3,236,2021-07-29,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,29",84,86,0,11,2021-07-30,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"15,32",4237,4463,16,822,2021-07-30,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,21",452,468,1,194,2021-07-30,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,23",1758,1827,9,392,2021-07-30,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"4,39",1098,1126,3,290,2021-07-30,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"1,08",329,343,0,69,2021-07-31,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"16,57",4768,4962,13,903,2021-07-31,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,41",267,275,0,115,2021-07-31,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"9,31",2139,2265,5,446,2021-07-31,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"2,2",592,605,2,145,2021-07-31,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,43",151,156,1,29,2021-08-01,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"17,76",7074,7244,9,1168,2021-08-01,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,19",570,592,1,248,2021-08-01,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,85",2380,2525,5,460,2021-08-01,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"1,95",712,738,2,165,2021-08-01,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,61",197,205,0,42,2021-08-02,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"17,26",6974,7240,15,1228,2021-08-02,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"3,22",919,953,6,359,2021-08-02,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"6,4",1914,2020,4,364,2021-08-02,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"2,08",735,757,5,201,2021-08-02,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,51",180,183,2,30,2021-08-03,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"12,85",4578,4843,10,869,2021-08-03,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,51",406,411,1,163,2021-08-03,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,12",2096,2230,5,417,2021-08-03,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"6,59",2217,2285,7,541,2021-08-03,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,61",205,210,2,48,2021-08-04,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"12,29",4194,4430,13,723,2021-08-04,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"0,78",208,215,0,70,2021-08-04,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"9,14",2228,2369,4,426,2021-08-04,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,7,2315,2366,9,515,2021-08-04,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,32",108,110,0,21,2021-08-05,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"16,45",5455,5614,11,1001,2021-08-05,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,1",278,282,2,109,2021-08-05,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,99",2154,2300,7,412,2021-08-05,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"3,4",1078,1089,3,275,2021-08-05,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,89",303,318,0,72,2021-08-06,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"15,54",5196,5387,18,968,2021-08-06,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,15",286,291,1,101,2021-08-06,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,91",2148,2281,3,388,2021-08-06,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"3,68",1176,1205,3,302,2021-08-06,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"1,63",573,594,1,108,2021-08-07,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"12,63",4261,4467,9,773,2021-08-07,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"0,89",222,228,0,99,2021-08-07,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"9,75",2375,2523,3,432,2021-08-07,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"5,52",1783,1822,1,417,2021-08-07,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"1,07",441,452,3,74,2021-08-08,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"15,6",6214,6402,22,1020,2021-08-08,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"3,05",834,863,3,312,2021-08-08,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"6,91",2105,2219,8,336,2021-08-08,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"3,26",1262,1293,3,270,2021-08-08,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"1,09",426,444,0,92,2021-08-09,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"15,57",6307,6585,15,1045,2021-08-09,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"5,46",1653,1742,4,583,2021-08-09,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"4,18",1308,1359,3,243,2021-08-09,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"3,34",1233,1265,5,303,2021-08-09,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,85",330,345,1,64,2021-08-10,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"15,03",5476,5686,6,1004,2021-08-10,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"5,1",1420,1482,7,538,2021-08-10,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"4,69",1349,1421,2,241,2021-08-10,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"4,46",1592,1625,6,342,2021-08-10,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,66",262,268,1,54,2021-08-11,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"14,31",4814,5090,12,908,2021-08-11,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,45",663,680,3,238,2021-08-11,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,4",1942,2057,4,358,2021-08-11,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"4,96",1670,1697,4,387,2021-08-11,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,58",214,223,0,38,2021-08-12,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"16,04",5222,5526,14,972,2021-08-12,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,75",460,475,3,189,2021-08-12,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,17",2038,2159,4,389,2021-08-12,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"3,4",1120,1156,2,273,2021-08-12,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,5",192,195,1,44,2021-08-13,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"13,73",4450,4731,14,794,2021-08-13,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,9",737,757,2,212,2021-08-13,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,34",1717,1832,3,320,2021-08-13,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"5,87",1845,1892,8,447,2021-08-13,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,97",389,401,1,81,2021-08-14,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"11,91",3925,4135,10,699,2021-08-14,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"3,13",800,818,4,280,2021-08-14,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,47",1854,1951,10,337,2021-08-14,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"6,8",2205,2248,6,477,2021-08-14,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"1,16",492,506,3,86,2021-08-15,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"13,87",4908,5203,8,885,2021-08-15,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"3,88",966,1010,2,350,2021-08-15,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"6,12",1730,1850,2,336,2021-08-15,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"4,87",1677,1708,7,404,2021-08-15,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,49",218,220,3,46,2021-08-16,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"15,68",5882,6149,15,1034,2021-08-16,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,28",630,646,2,193,2021-08-16,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,44",2143,2282,5,390,2021-08-16,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"3,88",1436,1457,3,315,2021-08-16,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,56",224,230,0,40,2021-08-17,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"15,44",5604,5830,10,900,2021-08-17,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,08",565,574,4,199,2021-08-17,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,56",2033,2182,4,435,2021-08-17,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"4,09",1439,1474,5,309,2021-08-17,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros g,"0,14",75,76,0,9,2021-08-18,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"16,09",5329,5702,14,925,2021-08-18,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,93",525,538,3,178,2021-08-18,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,09",2102,2232,9,364,2021-08-18,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"3,81",1307,1358,7,296,2021-08-18,PASSO 03 MDV GBI
Teste mdv passo 4 story,coxinha carne-cheddar,"11,6",2103,2187,28,12,2021-08-18,guanambi
Engajamento - Guanambi,video bolinho 2,"17,04",5468,5784,12,947,2021-08-19,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,14",304,310,0,108,2021-08-19,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,17",1933,2060,3,366,2021-08-19,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,3,1051,1084,1,203,2021-08-19,PASSO 03 MDV GBI
Teste mdv passo 4 story,coxinha carne-cheddar,"8,81",1639,1730,15,6,2021-08-19,guanambi
Teste mdv passo 4 story,slides novo cardapio,"6,38",1231,1325,17,9,2021-08-19,guanambi
Teste mdv passo 4 story,slides novo cardapio,"9,08",1206,1565,25,12,2021-08-19,carinhanha
Engajamento - Carinhanha,foto ingrid,"0,4",45,47,1,8,2021-08-19,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"16,36",4838,5166,11,856,2021-08-20,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,03",442,460,3,146,2021-08-20,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,2",1518,1620,1,280,2021-08-20,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"3,66",1120,1155,2,232,2021-08-20,PASSO 03 MDV GBI
Teste mdv passo 4 story,coxinha carne-cheddar,"2,15",504,519,4,,2021-08-20,guanambi
Teste mdv passo 4 story,slides novo cardapio,"11,86",1901,2131,31,12,2021-08-20,guanambi
Teste mdv passo 4 story,slides novo cardapio,"9,2",1220,1608,9,6,2021-08-20,carinhanha
Engajamento - Carinhanha,foto ingrid,"0,81",78,81,0,19,2021-08-20,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"15,76",4891,5256,12,879,2021-08-21,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"3,75",848,889,2,260,2021-08-21,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"6,26",1274,1384,6,245,2021-08-21,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"4,1",1307,1348,0,295,2021-08-21,PASSO 03 MDV GBI
Teste mdv passo 4 story,coxinha carne-cheddar,"5,34",1319,1406,12,5,2021-08-21,guanambi
Teste mdv passo 4 story,slides novo cardapio,"9,39",1764,1891,14,1,2021-08-21,guanambi
Teste mdv passo 4 story,slides novo cardapio,"9,86",1317,1810,9,3,2021-08-21,carinhanha
Engajamento - Carinhanha,foto ingrid,"0,86",95,99,1,25,2021-08-21,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"14,8",5368,5677,13,887,2021-08-22,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,07",522,544,1,175,2021-08-22,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"6,76",1602,1725,5,291,2021-08-22,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"5,33",2046,2123,6,435,2021-08-22,PASSO 03 MDV GBI
Teste mdv passo 4 story,coxinha carne-cheddar,"10,61",2119,2268,19,6,2021-08-22,guanambi
Teste mdv passo 4 story,slides novo cardapio,"4,34",1056,1142,5,1,2021-08-22,guanambi
Teste mdv passo 4 story,slides novo cardapio,"9,57",1291,1773,11,6,2021-08-22,carinhanha
Engajamento - Carinhanha,foto ingrid,"0,87",149,155,2,22,2021-08-22,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"16,61",5699,6006,15,1041,2021-08-23,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,33",609,626,2,191,2021-08-23,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,72",1883,2057,4,342,2021-08-23,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"3,34",1348,1383,1,279,2021-08-23,PASSO 03 MDV GBI
Teste mdv passo 4 story,coxinha carne-cheddar,"11,58",2116,2299,14,7,2021-08-23,guanambi
Teste mdv passo 4 story,slides novo cardapio,"6,83",1494,1665,10,2,2021-08-23,guanambi
Teste mdv passo 4 story,slides novo cardapio,"13,52",1422,2186,14,5,2021-08-23,carinhanha
Engajamento - Carinhanha,foto ingrid,"0,27",32,32,1,4,2021-08-23,Passo 3 CNN
Engajamento - Guanambi,fotos salgados,"3,03",588,628,5,92,2021-08-23,PASSO 03 MDV GBI
Engajamento - Carinhanha,varios salgados,"2,1",290,313,2,38,2021-08-23,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"18,88",6026,6274,8,1029,2021-08-24,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"3,43",817,852,7,255,2021-08-24,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,13",1691,1828,6,308,2021-08-24,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"2,83",1029,1079,3,206,2021-08-24,PASSO 03 MDV GBI
Teste mdv passo 4 story,coxinha carne-cheddar,"8,68",1555,1703,4,1,2021-08-24,guanambi
Teste mdv passo 4 story,slides novo cardapio,"10,86",2211,2626,22,10,2021-08-24,guanambi
Teste mdv passo 4 story,slides novo cardapio,"14,57",1471,2396,14,8,2021-08-24,carinhanha
Engajamento - Guanambi,fotos salgados,"3,22",590,635,2,67,2021-08-24,PASSO 03 MDV GBI
Engajamento - Carinhanha,varios salgados,"2,47",305,326,1,37,2021-08-24,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"20,32",6132,6324,14,1025,2021-08-25,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"4,01",901,938,7,296,2021-08-25,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,95",1809,1955,8,337,2021-08-25,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"2,9",956,983,3,197,2021-08-25,PASSO 03 MDV GBI
Teste mdv passo 4 story,coxinha carne-cheddar,"6,48",1350,1470,13,4,2021-08-25,guanambi
Teste mdv passo 4 story,slides novo cardapio,"12,49",2396,2946,24,9,2021-08-25,guanambi
Teste mdv passo 4 story,slides novo cardapio,14,1439,2346,7,5,2021-08-25,carinhanha
Engajamento - Guanambi,fotos salgados,"1,6",339,351,1,42,2021-08-25,PASSO 03 MDV GBI
Engajamento - Carinhanha,varios salgados,"1,72",244,262,1,26,2021-08-25,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"20,15",5688,6037,10,975,2021-08-26,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"4,11",897,914,6,285,2021-08-26,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"9,3",1739,1897,3,355,2021-08-26,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"3,2",1015,1033,0,196,2021-08-26,PASSO 03 MDV GBI
Teste mdv passo 4 story,coxinha carne-cheddar,"5,63",1128,1230,6,1,2021-08-26,guanambi
Teste mdv passo 4 story,slides novo cardapio,"8,47",1718,1992,7,4,2021-08-26,guanambi
Teste mdv passo 4 story,slides novo cardapio,"0,93",191,197,0,,2021-08-26,carinhanha
Engajamento - Guanambi,fotos salgados,"1,5",277,288,1,32,2021-08-26,PASSO 03 MDV GBI
Engajamento - Carinhanha,varios salgados,"1,1",176,184,0,19,2021-08-26,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"20,53",5920,6162,9,991,2021-08-27,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"3,67",807,839,5,266,2021-08-27,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"10,26",2030,2205,4,359,2021-08-27,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"2,92",881,909,4,182,2021-08-27,PASSO 03 MDV GBI
Teste mdv passo 4 story,coxinha carne-cheddar,"6,4",1315,1467,8,4,2021-08-27,guanambi
Teste mdv passo 4 story,slides novo cardapio,"7,98",1553,1821,7,4,2021-08-27,guanambi
Engajamento - Guanambi,fotos salgados,"1,32",262,273,1,34,2021-08-27,PASSO 03 MDV GBI
Engajamento - Carinhanha,varios salgados,"0,92",142,151,0,10,2021-08-27,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"17,36",5385,5573,15,923,2021-08-28,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,6",625,651,6,221,2021-08-28,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"10,77",2281,2492,12,469,2021-08-28,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"4,4",1444,1500,4,328,2021-08-28,PASSO 03 MDV GBI
Teste mdv passo 4 story,coxinha carne-cheddar,"1,13",290,291,1,,2021-08-28,guanambi
Teste mdv passo 4 story,slides novo cardapio,"13,36",2606,3273,15,8,2021-08-28,guanambi
Engajamento - Guanambi,fotos salgados,"0,67",150,158,0,13,2021-08-28,PASSO 03 MDV GBI
Engajamento - Carinhanha,varios salgados,"0,07",14,14,0,,2021-08-28,Passo 3 CNN
Engajamento - Carinhanha,coxinha andressa,"2,1",257,276,4,44,2021-08-28,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"15,54",5446,5626,12,912,2021-08-29,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,01",499,528,0,171,2021-08-29,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"10,01",2117,2334,4,389,2021-08-29,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"4,25",1480,1537,5,329,2021-08-29,PASSO 03 MDV GBI
Teste mdv passo 4 story,slides novo cardapio,"14,48",2827,3664,15,4,2021-08-29,guanambi
Engajamento - Guanambi,fotos salgados,"0,34",104,110,0,12,2021-08-29,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"2,4",318,342,1,38,2021-08-29,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"15,19",5140,5326,15,914,2021-08-30,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,54",618,644,4,174,2021-08-30,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"10,59",2301,2496,3,380,2021-08-30,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"4,33",1544,1581,10,317,2021-08-30,PASSO 03 MDV GBI
Teste mdv passo 4 story,slides novo cardapio,"14,08",2463,3258,14,3,2021-08-30,guanambi
Engajamento - Guanambi,fotos salgados,"0,49",146,147,0,18,2021-08-30,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"1,23",185,194,3,27,2021-08-30,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"15,04",4432,4721,6,836,2021-08-31,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"3,66",783,811,6,270,2021-08-31,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"9,25",1824,1995,6,344,2021-08-31,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"4,2",1440,1474,9,356,2021-08-31,PASSO 03 MDV GBI
Teste mdv passo 4 story,slides novo cardapio,"14,39",2387,3040,13,6,2021-08-31,guanambi
Engajamento - Guanambi,fotos salgados,"0,77",199,204,2,20,2021-08-31,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"1,23",191,204,2,19,2021-08-31,Passo 3 CNN
Engajamento - Carinhanha,CONCURSO,0,1,1,1,1,2021-08-31,Passo 3 CNN
Engajamento - Guanambi,CONCURSO,"0,02",3,3,0,2,2021-08-31,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho 2,"13,9",4666,5098,8,828,2021-09-01,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"3,8",1039,1066,5,340,2021-09-01,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"5,86",1429,1547,2,272,2021-09-01,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"5,09",2011,2086,3,399,2021-09-01,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"1,04",301,312,1,21,2021-09-01,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,54",107,115,1,11,2021-09-01,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"14,48",4705,5071,13,871,2021-09-02,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"3,26",838,861,7,283,2021-09-02,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"6,37",1415,1533,4,261,2021-09-02,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"4,92",1851,1912,8,413,2021-09-02,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"0,58",173,180,0,8,2021-09-02,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,49",97,100,1,8,2021-09-02,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"15,42",4918,5293,11,897,2021-09-03,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,02",490,502,1,162,2021-09-03,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,59",1672,1797,4,306,2021-09-03,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"4,05",1492,1533,9,329,2021-09-03,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"0,49",145,153,2,11,2021-09-03,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,67",112,116,4,14,2021-09-03,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"13,35",4382,4709,9,759,2021-09-04,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,84",708,730,0,215,2021-09-04,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,02",1591,1707,1,284,2021-09-04,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"5,94",2140,2194,9,498,2021-09-04,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"0,57",180,185,1,16,2021-09-04,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,85",147,149,2,10,2021-09-04,Passo 3 CNN
